%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1555407358348595801,1,1555407358348154226,,-2.60635495186,-1.27946519852,2.40576832525
1555407358358990608,2,1555407358358524356,,-2.60450649261,-1.28120696545,2.31958485594
1555407358369352077,3,1555407358368889273,,-2.60314941406,-1.2821341753,2.22226060896
1555407358378838796,4,1555407358378276815,,-2.60107398033,-1.28372049332,2.14456338518
1555407358378850610,5,1555407358378312559,,-2.59994578362,-1.28440129757,2.05669197741
1555407358388712599,6,1555407358388484886,,-2.59824681282,-1.28602290154,1.95781525355
1555407358398989562,7,1555407358398678831,,-2.5973675251,-1.28549480438,1.87410724265
1555407358409492407,8,1555407358409004608,,-2.59561014175,-1.28737592697,1.77453012374
1555407358418858680,9,1555407358418387838,,-2.59423995018,-1.28768920898,1.6791030653
1555407358429372787,10,1555407358428748692,,-2.59316849709,-1.28826773167,1.58151793989
1555407358429384918,11,1555407358428786772,,-2.59141635895,-1.28903388977,1.47861889902
1555407358439168946,12,1555407358438958834,,-2.5901119709,-1.28871881962,1.38106378883
1555407358448352189,13,1555407358448130948,,-2.58853626251,-1.28939497471,1.28290956747
1555407358458643539,14,1555407358458368295,,-2.58762216568,-1.2894102335,1.18900542715
1555407358469153310,15,1555407358468687398,,-2.58551812172,-1.28970050812,1.08006614444
1555407358479563295,16,1555407358479053765,,-2.58449459076,-1.28968274593,0.985346700457
1555407358479728264,17,1555407358479091410,,-2.58270359039,-1.28941202164,0.875295723929
1555407358488860720,18,1555407358488388260,,-2.58085465431,-1.2894102335,0.769226419714
1555407358499247019,19,1555407358498766261,,-2.57866001129,-1.28985929489,0.679782190026
1555407358508501678,20,1555407358508028787,,-2.57740449905,-1.29009079933,0.575397731675
1555407358518818115,21,1555407358518349427,,-2.57567429543,-1.28963625431,0.485920038207
1555407358529226355,22,1555407358528709900,,-2.57276844978,-1.28974318504,0.384801020624
1555407358529388165,23,1555407358528749166,,-2.57155013084,-1.28923583031,0.285701665609
1555407358539586602,24,1555407358539088453,,-2.56891536713,-1.28953385353,0.184268913945
1555407358548947720,25,1555407358548458471,,-2.56688308716,-1.28959071636,0.0848602690212
1555407358559503420,26,1555407358558811166,,-2.56515407562,-1.28980445862,-0.00513668456057
1555407358568378553,27,1555407358568051962,,-2.56251049042,-1.29032981396,-0.104366232987
1555407358578861224,28,1555407358578371826,,-2.5599322319,-1.2902148962,-0.210052176157
1555407358578987477,29,1555407358578406188,,-2.55753135681,-1.2910592556,-0.290612833448
1555407358588828112,30,1555407358588597239,,-2.55490922928,-1.29105782509,-0.389176078041
1555407358608726201,31,1555407358608240340,,-2.55277132988,-1.29256701469,-0.473866887401
1555407358608872297,32,1555407358608275851,,-2.54946184158,-1.2922513485,-0.574456464737
1555407358618664131,33,1555407358618447665,,-2.5460793972,-1.29366397858,-0.656547375271
1555407358629435146,34,1555407358628813400,,-2.54419374466,-1.29498672485,-0.728108348116
1555407358629448140,35,1555407358628851645,,-2.54213762283,-1.29635763168,-0.809903513068
1555407358638171072,36,1555407358637970935,,-2.53901267052,-1.29784035683,-0.891759376335
1555407358648767695,37,1555407358648282251,,-2.53573846817,-1.29923725128,-0.968553213813
1555407358659111822,38,1555407358658625324,,-2.53323221207,-1.30095946789,-1.0494935464
1555407358669462480,39,1555407358668993805,,-2.53126811981,-1.30311286449,-1.10700313477
1555407358678798962,40,1555407358678320955,,-2.52870607376,-1.3052084446,-1.17273087721
1555407358678905671,41,1555407358678355111,,-2.52594923973,-1.30685281754,-1.24376181098
1555407358688764475,42,1555407358688547711,,-2.5228843689,-1.30933058262,-1.31634939491
1555407358699353598,43,1555407358698814554,,-2.52037405968,-1.31165754795,-1.37344396776
1555407358708524537,44,1555407358708046545,,-2.51786184311,-1.31417405605,-1.4319529316
1555407358718832453,45,1555407358718336583,,-2.51524996758,-1.31722533703,-1.49427989015
1555407358729091235,46,1555407358728587276,,-2.51268076897,-1.32026815414,-1.55055521644
1555407358739418520,47,1555407358738930733,,-2.51083374023,-1.32289791107,-1.60466367979
1555407358739608301,48,1555407358738969094,,-2.50843143463,-1.32597005367,-1.658720051
1555407358748772506,49,1555407358748283637,,-2.50546884537,-1.32891857624,-1.71627390568
1555407358759103366,50,1555407358758618518,,-2.50369334221,-1.33238685131,-1.75982325476
1555407358769448818,51,1555407358768957753,,-2.50261926651,-1.33569049835,-1.80602235146
1555407358778828174,52,1555407358778351363,,-2.50025677681,-1.3388081789,-1.86703271938
1555407358778924342,53,1555407358778385633,,-2.49886202812,-1.34284305573,-1.89986488325
1555407358789140329,54,1555407358788684042,,-2.49692606926,-1.34694170952,-1.95207435082
1555407358799509504,55,1555407358799020536,,-2.49540233612,-1.35094690323,-2.01411809733
1555407358808849772,56,1555407358808362626,,-2.49370741844,-1.35532617569,-2.05236251993
1555407358819116870,57,1555407358818646715,,-2.49313688278,-1.35933375359,-2.1021382055
1555407358829426141,58,1555407358828925460,,-2.49173140526,-1.36397922039,-2.1540803524
1555407358849061444,59,1555407358848557556,,-2.49168300629,-1.36800861359,-2.19564764451
1555407358849216383,60,1555407358848605718,,-2.48983716965,-1.3770673275,-2.29366902166
1555407358859011220,61,1555407358858763389,,-2.48957276344,-1.38145303726,-2.34261001567
1555407358869585742,62,1555407358869073362,,-2.48990988731,-1.38611471653,-2.38986058774
1555407358878937589,63,1555407358878447293,,-2.48950886726,-1.39117145538,-2.43159165159
1555407358879125317,64,1555407358878482729,,-2.48989963531,-1.39529716969,-2.45882599551
1555407358889242742,65,1555407358888782566,,-2.49025273323,-1.40027725697,-2.50689365586
1555407358898509552,66,1555407358898024478,,-2.49022197723,-1.40497946739,-2.5450660581
1555407358908895457,67,1555407358908395259,,-2.4910633564,-1.40934550762,-2.5695307486
1555407358919207664,68,1555407358918732166,,-2.49132847786,-1.41425251961,-2.61804992106
1555407358929515302,69,1555407358929016164,,-2.49170255661,-1.41912186146,-2.64875880326
1555407358929645818,70,1555407358929051010,,-2.49247384071,-1.42324531078,-2.6780719574
1555407358948967343,71,1555407358948455491,,-2.49406003952,-1.42894363403,-2.7187582536
1555407358949059779,72,1555407358948491394,,-2.49513912201,-1.43326735497,-2.74925293908
1555407358958944090,73,1555407358958645088,,-2.49600505829,-1.43761444092,-2.77368726867
1555407358969498164,74,1555407358968993191,,-2.49783015251,-1.44206905365,-2.79788328957
1555407358978940566,75,1555407358978434260,,-2.49863004684,-1.44711732864,-2.8394166574
1555407358979034079,76,1555407358978468612,,-2.49966526031,-1.45129370689,-2.8547448402
1555407358988861913,77,1555407358988624745,,-2.50157976151,-1.4557993412,-2.8937058772
1555407358999432928,78,1555407358998969370,,-2.50292944908,-1.45984065533,-2.90419475322
1555407359008814523,79,1555407359008337423,,-2.50339341164,-1.46475815773,-2.93095797197
1555407359019063846,80,1555407359018596084,,-2.50535035133,-1.46900701523,-2.97482959476
1555407359029399304,81,1555407359028904641,,-2.50638222694,-1.47334480286,-2.988982955
1555407359029590352,82,1555407359028940429,,-2.5084002018,-1.47755813599,-3.02501378892
1555407359059351940,83,1555407359058838746,,-2.50931024551,-1.48183763027,-3.04920647985
