%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1554974690868454578,8,1554974690868160009,,0.0,1.0,1.0
1554974690968449833,9,1554974690968199968,,0.0,1.0,1.0
1554974691068381299,10,1554974691068145990,,0.0,0.0,1.0
1554974691168548405,11,1554974691168209075,,1.0,1.0,1.0
1554974691268450513,12,1554974691268198966,,1.0,1.0,1.0
1554974691368443580,13,1554974691368200063,,1.0,0.0,1.0
1554974691468545806,14,1554974691468197107,,0.0,0.0,1.0
1554974691568446185,15,1554974691568197011,,1.0,0.0,1.0
1554974691668340003,16,1554974691668143987,,0.0,0.0,1.0
1554974691768453115,17,1554974691768201112,,0.0,0.0,1.0
1554974691868335409,18,1554974691868132114,,1.0,0.0,1.0
1554974691968292589,19,1554974691968128919,,0.0,1.0,1.0
1554974692068304432,20,1554974692068128108,,0.0,0.0,1.0
1554974692168499043,21,1554974692168200969,,0.0,0.0,1.0
1554974692268520395,22,1554974692268203973,,1.0,1.0,1.0
1554974692368324412,23,1554974692368135929,,1.0,0.0,1.0
1554974692468470681,24,1554974692468202114,,0.0,1.0,1.0
1554974692568470855,25,1554974692568203926,,1.0,1.0,1.0
1554974692668464400,26,1554974692668201923,,0.0,0.0,1.0
1554974692768412196,27,1554974692768170118,,1.0,1.0,1.0
1554974692868446854,28,1554974692868177890,,1.0,1.0,1.0
1554974692968360608,29,1554974692968169927,,0.0,0.0,1.0
1554974693068428975,30,1554974693068152904,,1.0,1.0,1.0
1554974693168319133,31,1554974693168148994,,1.0,1.0,1.0
1554974693268515584,32,1554974693268208980,,1.0,0.0,1.0
1554974693368408387,33,1554974693368150949,,1.0,0.0,1.0
1554974693468469489,34,1554974693468203067,,1.0,1.0,1.0
1554974693568510233,35,1554974693568203926,,0.0,0.0,1.0
1554974693668322276,36,1554974693668131113,,1.0,0.0,1.0
1554974693768308063,37,1554974693768127918,,1.0,0.0,1.0
1554974693868468443,38,1554974693868204116,,0.0,0.0,1.0
1554974693968509610,39,1554974693968203067,,0.0,0.0,1.0
1554974694068496674,40,1554974694068156003,,1.0,0.0,1.0
1554974694168675296,41,1554974694168207883,,1.0,1.0,1.0
1554974694268501765,42,1554974694268165111,,0.0,1.0,1.0
1554974694368476940,43,1554974694368186950,,0.0,0.0,1.0
1554974694468366059,44,1554974694468132972,,0.0,1.0,1.0
1554974694568613297,45,1554974694568312883,,1.0,0.0,1.0
1554974694668449218,46,1554974694668189048,,0.0,0.0,1.0
1554974694768572832,47,1554974694768151998,,1.0,1.0,1.0
1554974694868366542,48,1554974694868166923,,1.0,0.0,1.0
1554974694968409195,49,1554974694968149900,,1.0,1.0,1.0
1554974695068350078,50,1554974695068136930,,0.0,0.0,1.0
1554974695168472408,51,1554974695168212890,,0.0,1.0,1.0
1554974695268268727,52,1554974695268126010,,0.0,1.0,1.0
1554974695368348946,53,1554974695368153095,,0.0,1.0,1.0
1554974695468321757,54,1554974695468137025,,0.0,1.0,1.0
1554974695568331703,55,1554974695568145036,,1.0,0.0,1.0
1554974695668433963,56,1554974695668119907,,0.0,1.0,1.0
1554974695768477390,57,1554974695768201112,,0.0,0.0,1.0
1554974695868573983,58,1554974695868200063,,0.0,1.0,1.0
1554974695968287131,59,1554974695968112945,,0.0,1.0,1.0
1554974696068321917,60,1554974696068125009,,1.0,1.0,1.0
1554974696168460236,61,1554974696168200016,,1.0,0.0,1.0
1554974696268298141,62,1554974696268126964,,1.0,1.0,1.0
1554974696368357449,63,1554974696368145942,,1.0,1.0,1.0
1554974696468356545,64,1554974696468154907,,1.0,0.0,1.0
1554974696568454361,65,1554974696568200111,,0.0,0.0,1.0
1554974696668335474,66,1554974696668131113,,0.0,0.0,1.0
1554974696768512712,67,1554974696768202066,,0.0,1.0,1.0
1554974696868631223,68,1554974696868205070,,0.0,0.0,1.0
1554974696968472688,69,1554974696968208074,,0.0,0.0,1.0
1554974697068355562,70,1554974697068149089,,0.0,1.0,1.0
1554974697168342723,71,1554974697168126106,,0.0,1.0,1.0
1554974697268366759,72,1554974697268138885,,0.0,0.0,1.0
1554974697368322296,73,1554974697368132114,,0.0,1.0,1.0
1554974697468440598,74,1554974697468115091,,1.0,0.0,1.0
1554974697568624488,75,1554974697568200111,,1.0,0.0,1.0
1554974697668468001,76,1554974697668203115,,1.0,0.0,1.0
1554974697768345076,77,1554974697768124103,,1.0,0.0,1.0
1554974697868310581,78,1554974697868124961,,0.0,0.0,1.0
1554974697968535251,79,1554974697968233108,,0.0,1.0,1.0
1554974698068304633,80,1554974698068131923,,0.0,1.0,1.0
1554974698168534212,81,1554974698168171882,,0.0,0.0,1.0
1554974698268341943,82,1554974698268136024,,1.0,0.0,1.0
1554974698368412098,83,1554974698368132114,,0.0,1.0,1.0
1554974698468611506,84,1554974698468205928,,0.0,0.0,1.0
1554974698568448115,85,1554974698568161010,,0.0,1.0,1.0
1554974698668443216,86,1554974698668167114,,1.0,1.0,1.0
1554974698768495415,87,1554974698768188953,,1.0,0.0,1.0
1554974698868457915,88,1554974698868177890,,1.0,0.0,1.0
1554974698968483696,89,1554974698968179941,,1.0,1.0,1.0
1554974699068440283,90,1554974699068177938,,0.0,0.0,1.0
1554974699168368026,91,1554974699168143987,,1.0,1.0,1.0
1554974699268343257,92,1554974699268155097,,0.0,0.0,1.0
1554974699368493210,93,1554974699368218898,,0.0,0.0,1.0
1554974699468350614,94,1554974699468125104,,1.0,0.0,1.0
1554974699568454104,95,1554974699568125963,,1.0,1.0,1.0
1554974699668627735,96,1554974699668200016,,0.0,1.0,1.0
1554974699768460773,97,1554974699768202066,,0.0,1.0,1.0
1554974699868510705,98,1554974699868210077,,1.0,0.0,1.0
1554974699968460302,99,1554974699968200922,,0.0,0.0,1.0
1554974700068479574,100,1554974700068202972,,0.0,1.0,1.0
1554974700168383458,101,1554974700168174028,,1.0,0.0,1.0
1554974700268483751,102,1554974700268202066,,0.0,1.0,1.0
1554974700368465290,103,1554974700368205070,,0.0,1.0,1.0
1554974700468347575,104,1554974700468139886,,0.0,1.0,1.0
1554974700568313469,105,1554974700568130970,,0.0,0.0,1.0
1554974700668306111,106,1554974700668127059,,1.0,1.0,1.0
1554974700768592136,107,1554974700768207073,,0.0,0.0,1.0
1554974700868338211,108,1554974700868134975,,1.0,0.0,1.0
1554974700968420991,109,1554974700968173980,,1.0,0.0,1.0
1554974701068334096,110,1554974701068128108,,1.0,0.0,1.0
1554974701168372553,111,1554974701168139934,,1.0,0.0,1.0
1554974701268456365,112,1554974701268172979,,0.0,0.0,1.0
1554974701368475082,113,1554974701368204116,,0.0,0.0,1.0
1554974701468277508,114,1554974701468116998,,0.0,1.0,1.0
1554974701568384686,115,1554974701568176031,,1.0,0.0,1.0
1554974701668456554,116,1554974701668206930,,1.0,1.0,1.0
1554974701768299116,117,1554974701768127918,,0.0,1.0,1.0
1554974701868287753,118,1554974701868124961,,0.0,0.0,1.0
1554974701968338118,119,1554974701968135118,,1.0,1.0,1.0
1554974702068479545,120,1554974702068183898,,1.0,0.0,1.0
1554974702168349410,121,1554974702168148040,,1.0,0.0,1.0
1554974702268321293,122,1554974702268126964,,1.0,1.0,1.0
1554974702368620144,123,1554974702368205070,,0.0,1.0,1.0
1554974702468452525,124,1554974702468199968,,1.0,1.0,1.0
1554974702568592489,125,1554974702568186044,,1.0,0.0,1.0
1554974702668606118,126,1554974702668180942,,0.0,1.0,1.0
1554974702768394555,127,1554974702768167972,,1.0,0.0,1.0
1554974702868469806,128,1554974702868206024,,1.0,1.0,1.0
1554974702968628910,129,1554974702968204021,,1.0,1.0,1.0
1554974703068614281,130,1554974703068200111,,0.0,0.0,1.0
1554974703168626684,131,1554974703168205022,,1.0,0.0,1.0
1554974703268625629,132,1554974703268204927,,0.0,1.0,1.0
1554974703368605770,133,1554974703368170022,,1.0,1.0,1.0
1554974703468477022,134,1554974703468149900,,0.0,1.0,1.0
1554974703568485023,135,1554974703568187952,,0.0,0.0,1.0
1554974703668329138,136,1554974703668131113,,0.0,0.0,1.0
1554974703768475466,137,1554974703768203020,,1.0,1.0,1.0
1554974703868482484,138,1554974703868180990,,0.0,1.0,1.0
1554974703968484073,139,1554974703968193054,,1.0,1.0,1.0
1554974704068423020,140,1554974704068171024,,0.0,1.0,1.0
1554974704168439720,141,1554974704168168067,,0.0,1.0,1.0
1554974704268432875,142,1554974704268168926,,0.0,1.0,1.0
1554974704368306815,143,1554974704368133068,,0.0,1.0,1.0
1554974704468293785,144,1554974704468130111,,1.0,0.0,1.0
1554974704568416781,145,1554974704568161964,,1.0,0.0,1.0
1554974704668479075,146,1554974704668200016,,0.0,1.0,1.0
1554974704768309092,147,1554974704768132925,,1.0,1.0,1.0
1554974704868562683,148,1554974704868149042,,1.0,0.0,1.0
1554974704968529757,149,1554974704968152046,,0.0,0.0,1.0
