%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1554974545574947473,9,1554974545574657917,,0.0,1.0,1.0
1554974545674876480,10,1554974545674640893,,0.0,0.0,1.0
1554974545774966898,11,1554974545774679899,,1.0,1.0,1.0
1554974545875006847,12,1554974545874677896,,1.0,1.0,1.0
1554974545974971906,13,1554974545974678039,,1.0,0.0,1.0
1554974546074934265,14,1554974546074677944,,0.0,0.0,1.0
1554974546174833009,15,1554974546174603939,,1.0,0.0,1.0
1554974546275137240,16,1554974546274735927,,0.0,0.0,1.0
1554974546374931736,17,1554974546374676942,,0.0,0.0,1.0
1554974546474931378,18,1554974546474683046,,1.0,0.0,1.0
1554974546574899975,19,1554974546574661970,,0.0,1.0,1.0
1554974546674943361,20,1554974546674642086,,0.0,0.0,1.0
1554974546774918809,21,1554974546774682044,,0.0,0.0,1.0
1554974546874838243,22,1554974546874624013,,1.0,1.0,1.0
1554974546974923062,23,1554974546974683046,,1.0,0.0,1.0
1554974547074952351,24,1554974547074681043,,0.0,1.0,1.0
1554974547174922233,25,1554974547174683094,,1.0,1.0,1.0
1554974547274892462,26,1554974547274657964,,0.0,0.0,1.0
1554974547374922263,27,1554974547374679088,,1.0,1.0,1.0
1554974547474932254,28,1554974547474680900,,1.0,1.0,1.0
1554974547574927912,29,1554974547574681043,,0.0,0.0,1.0
1554974547674900804,30,1554974547674655914,,1.0,1.0,1.0
1554974547774944223,31,1554974547774683952,,1.0,1.0,1.0
1554974547874941561,32,1554974547874658107,,1.0,0.0,1.0
1554974547974986471,33,1554974547974684953,,1.0,0.0,1.0
1554974548074932332,34,1554974548074681997,,1.0,1.0,1.0
1554974548174971851,35,1554974548174681901,,0.0,0.0,1.0
1554974548274987968,36,1554974548274682998,,1.0,0.0,1.0
1554974548374938214,37,1554974548374681949,,1.0,0.0,1.0
1554974548474943241,38,1554974548474684000,,0.0,0.0,1.0
1554974548574970648,39,1554974548574685096,,0.0,0.0,1.0
1554974548674924251,40,1554974548674683094,,1.0,0.0,1.0
1554974548774809543,41,1554974548774606943,,1.0,1.0,1.0
1554974548874922853,42,1554974548874682903,,0.0,1.0,1.0
1554974548974927936,43,1554974548974683046,,0.0,0.0,1.0
1554974549074775303,44,1554974549074596881,,0.0,1.0,1.0
1554974549174937133,45,1554974549174684047,,1.0,0.0,1.0
1554974549274938717,46,1554974549274679899,,0.0,0.0,1.0
1554974549374997822,47,1554974549374682903,,1.0,1.0,1.0
1554974549474936461,48,1554974549474689960,,1.0,0.0,1.0
1554974549574879067,49,1554974549574640989,,1.0,1.0,1.0
1554974549674922806,50,1554974549674681901,,0.0,0.0,1.0
1554974549774932585,51,1554974549774678945,,0.0,1.0,1.0
1554974549874820003,52,1554974549874640941,,0.0,1.0,1.0
1554974549974921005,53,1554974549974680900,,0.0,1.0,1.0
1554974550074834899,54,1554974550074651956,,0.0,1.0,1.0
1554974550174949529,55,1554974550174695014,,1.0,0.0,1.0
1554974550274943402,56,1554974550274682998,,0.0,1.0,1.0
1554974550374924451,57,1554974550374685049,,0.0,0.0,1.0
1554974550474928752,58,1554974550474685907,,0.0,1.0,1.0
1554974550574941985,59,1554974550574683904,,0.0,1.0,1.0
1554974550674941378,60,1554974550674683094,,1.0,1.0,1.0
1554974550774927291,61,1554974550774684906,,1.0,0.0,1.0
1554974550874924931,62,1554974550874682903,,1.0,1.0,1.0
1554974550974885196,63,1554974550974653005,,1.0,1.0,1.0
1554974551074932172,64,1554974551074680089,,1.0,0.0,1.0
1554974551174856465,65,1554974551174624919,,0.0,0.0,1.0
1554974551274926719,66,1554974551274683952,,0.0,0.0,1.0
1554974551374965683,67,1554974551374680995,,0.0,1.0,1.0
1554974551474830156,68,1554974551474626064,,0.0,0.0,1.0
1554974551574920484,69,1554974551574680089,,0.0,0.0,1.0
