%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1555406701193163906,8,1555406701192879915,,0.0,0.0,1.0
1555406701293148351,9,1555406701292886018,,1.0,0.0,1.0
1555406701393162135,10,1555406701392879009,,1.0,0.0,1.0
1555406701493146631,11,1555406701492881059,,1.0,1.0,1.0
1555406701593128050,12,1555406701592879056,,1.0,0.0,1.0
1555406701693132153,13,1555406701692878961,,0.0,0.0,1.0
1555406701793128481,14,1555406701792854070,,0.0,1.0,1.0
1555406701893100391,15,1555406701892849922,,0.0,0.0,1.0
1555406701993517531,16,1555406701992986917,,0.0,0.0,1.0
1555406702093141746,17,1555406702092880964,,1.0,1.0,1.0
1555406702193115643,18,1555406702192845106,,0.0,0.0,1.0
1555406702293028026,19,1555406702292807102,,0.0,1.0,1.0
1555406702393036005,20,1555406702392822027,,0.0,0.0,1.0
1555406702493110728,21,1555406702492878913,,1.0,0.0,1.0
1555406702593091718,22,1555406702592852115,,1.0,1.0,1.0
1555406702693256836,23,1555406702692857027,,1.0,1.0,1.0
1555406702793070805,24,1555406702792840003,,1.0,1.0,1.0
1555406702893202448,25,1555406702892956018,,0.0,1.0,1.0
1555406702993020819,26,1555406702992832899,,1.0,1.0,1.0
1555406703093096208,27,1555406703092847108,,0.0,0.0,1.0
1555406703193154806,28,1555406703192878961,,0.0,1.0,1.0
1555406703293161438,29,1555406703292882919,,1.0,0.0,1.0
1555406703393119595,30,1555406703392839908,,1.0,0.0,1.0
1555406703493101533,31,1555406703492810964,,0.0,0.0,1.0
1555406703593077530,32,1555406703592832088,,0.0,1.0,1.0
1555406703693127561,33,1555406703692842006,,1.0,0.0,1.0
1555406703793086588,34,1555406703792841911,,0.0,0.0,1.0
1555406703893104447,35,1555406703892844915,,0.0,0.0,1.0
1555406703993079339,36,1555406703992842912,,1.0,0.0,1.0
1555406704093120834,37,1555406704092828035,,0.0,0.0,1.0
1555406704193164447,38,1555406704192878961,,0.0,1.0,1.0
1555406704293161206,39,1555406704292875051,,0.0,1.0,1.0
1555406704393115314,40,1555406704392860889,,0.0,1.0,1.0
1555406704493115246,41,1555406704492866039,,1.0,0.0,1.0
1555406704593277100,42,1555406704592849016,,0.0,0.0,1.0
1555406704693109023,43,1555406704692847013,,1.0,0.0,1.0
1555406704793114967,44,1555406704792850971,,1.0,0.0,1.0
1555406704893116717,45,1555406704892853021,,1.0,1.0,1.0
1555406704993520980,46,1555406704992846965,,1.0,1.0,1.0
1555406705093113483,47,1555406705092861890,,0.0,0.0,1.0
1555406705193115312,48,1555406705192854881,,0.0,0.0,1.0
1555406705293234824,49,1555406705292833089,,0.0,1.0,1.0
1555406705393258169,50,1555406705392844915,,1.0,0.0,1.0
1555406705493131604,51,1555406705492851972,,1.0,1.0,1.0
1555406705593119219,52,1555406705592850923,,0.0,1.0,1.0
1555406705693108073,53,1555406705692847967,,0.0,0.0,1.0
1555406705793055723,54,1555406705792831897,,1.0,0.0,1.0
1555406705893105866,55,1555406705892854928,,1.0,1.0,1.0
1555406705993120406,56,1555406705992863893,,1.0,0.0,1.0
1555406706093048833,57,1555406706092823028,,1.0,1.0,1.0
1555406706193122955,58,1555406706192858934,,0.0,0.0,1.0
1555406706293163577,59,1555406706292834997,,1.0,0.0,1.0
1555406706393135790,60,1555406706392884016,,1.0,0.0,1.0
1555406706493152527,61,1555406706492873907,,0.0,1.0,1.0
1555406706593124929,62,1555406706592823028,,1.0,1.0,1.0
1555406706693209763,63,1555406706692847967,,1.0,1.0,1.0
1555406706793103885,64,1555406706792850971,,1.0,0.0,1.0
1555406706893186434,65,1555406706892846107,,0.0,0.0,1.0
1555406706993248966,66,1555406706992818117,,1.0,1.0,1.0
1555406707093139598,67,1555406707092850923,,0.0,0.0,1.0
1555406707193127735,68,1555406707192862987,,1.0,1.0,1.0
1555406707293081038,69,1555406707292820930,,0.0,1.0,1.0
1555406707393270371,70,1555406707392844915,,0.0,1.0,1.0
1555406707493189595,71,1555406707492831945,,0.0,0.0,1.0
1555406707593026407,72,1555406707592820882,,1.0,1.0,1.0
1555406707693128538,73,1555406707692863941,,0.0,0.0,1.0
1555406707793142465,74,1555406707792855024,,1.0,0.0,1.0
1555406707893119616,75,1555406707892848968,,0.0,0.0,1.0
1555406707993097964,76,1555406707992856025,,0.0,0.0,1.0
