%time,field.header.seq,field.header.stamp,field.header.frame_id,field.point.x,field.point.y,field.point.z
1554974606323557082,1,1554974606322995696,,-0.789812862873,-1.46460437775,-0.463427292707
1554974606333941697,2,1554974606333448279,,-0.791656970978,-1.46588718891,-0.462506525766
1554974606344338399,3,1554974606343823533,,-0.793353676796,-1.46710717678,-0.459028428214
1554974606353682921,4,1554974606353194212,,-0.794960200787,-1.46823334694,-0.463835380256
1554974606364238356,5,1554974606363586290,,-0.796803355217,-1.46938586235,-0.461063655841
1554974606364249678,6,1554974606363625400,,-0.798488378525,-1.47057664394,-0.460634893385
1554974606374197167,7,1554974606373913738,,-0.800507605076,-1.47194433212,-0.459567304243
1554974606383749304,8,1554974606383287868,,-0.802047789097,-1.47306799889,-0.4645919183
1554974606394079577,9,1554974606393623476,,-0.803964436054,-1.47417616844,-0.472163709596
1554974606413845957,10,1554974606413202079,,-0.805866241455,-1.47542071342,-0.472930774692
1554974606413858879,11,1554974606413246663,,-0.809550106525,-1.47817003727,-0.487408743428
1554974606424070810,12,1554974606423570972,,-0.811625123024,-1.47938370705,-0.495277499908
1554974606434447382,13,1554974606433952385,,-0.813515424728,-1.48068523407,-0.507342811112
1554974606443843505,14,1554974606443329474,,-0.815585136414,-1.48216927052,-0.517412510218
1554974606453806684,15,1554974606453540898,,-0.817647576332,-1.48350024223,-0.529859661924
1554974606464375042,16,1554974606463886953,,-0.81927138567,-1.48513197899,-0.547616686906
1554974606464542748,17,1554974606463922867,,-0.821557700634,-1.48664271832,-0.562429625885
1554974606473694464,18,1554974606473186838,,-0.823776423931,-1.48816347122,-0.577401267446
1554974606484064062,19,1554974606483551084,,-0.825780630112,-1.4896017313,-0.596494052561
1554974606494225099,20,1554974606493798007,,-0.828194022179,-1.4912058115,-0.614454560776
1554974606514204922,21,1554974606513125775,,-0.830576121807,-1.49272537231,-0.633534830357
1554974606514235530,22,1554974606513154151,,-0.832752764225,-1.49436604977,-0.656520133377
1554974606514246924,23,1554974606513173956,,-0.835171937943,-1.49587333202,-0.680201656578
1554974606524060845,24,1554974606523525244,,-0.837465047836,-1.4975206852,-0.70213589842
1554974606534390632,25,1554974606533916006,,-0.840046584606,-1.49918305874,-0.728274585247
1554974606543892345,26,1554974606543295200,,-0.842658698559,-1.50088906288,-0.753779619328
1554974606554195170,27,1554974606553672298,,-0.844842374325,-1.50242197514,-0.785681584314
1554974606564666300,28,1554974606564013225,,-0.847576797009,-1.5040602684,-0.814252471947
1554974606564677550,29,1554974606564051263,,-0.849874258041,-1.50562369823,-0.844127243142
1554974606573623541,30,1554974606573324216,,-0.852678418159,-1.50725448132,-0.875050662241
1554974606584169438,31,1554974606583700953,,-0.855080783367,-1.50853931904,-0.900638101884
1554974606593322947,32,1554974606592907718,,-0.857516407967,-1.51036918163,-0.937897016017
1554974606614016987,33,1554974606613468805,,-0.859992921352,-1.51178026199,-0.967291569979
1554974606614138736,34,1554974606613513963,,-0.864634275436,-1.51434147358,-1.03053337414
1554974606624060824,35,1554974606623769436,,-0.867133498192,-1.51551008224,-1.06228081066
1554974606633547095,36,1554974606633012672,,-0.869754910469,-1.51673936844,-1.08945270733
1554974606643936752,37,1554974606643384378,,-0.871940851212,-1.51822638512,-1.12518242277
1554974606654266155,38,1554974606653723241,,-0.874560832977,-1.51926708221,-1.15827265329
1554974606663481962,39,1554974606662941960,,-0.876969695091,-1.52052640915,-1.18696534604
1554974606663618912,40,1554974606662976325,,-0.879608094692,-1.52163338661,-1.22061229306
1554974606673543466,41,1554974606673212292,,-0.882268965244,-1.52286732197,-1.25299687607
1554974606684079652,42,1554974606683576495,,-0.885074675083,-1.52394425869,-1.28355883063
1554974606694122835,43,1554974606693828683,,-0.887947142124,-1.52500522137,-1.31272979721
1554974606703608392,44,1554974606703132068,,-0.89096570015,-1.52615940571,-1.34288515376
1554974606724363382,45,1554974606723851869,,-0.894390702248,-1.52709233761,-1.37325226339
1554974606724553890,46,1554974606723897464,,-0.900830745697,-1.52918767929,-1.43447474166
1554974606733627256,47,1554974606733121198,,-0.904286384583,-1.53018057346,-1.46426981983
1554974606743994313,48,1554974606743485677,,-0.908017575741,-1.53098630905,-1.49561216777
1554974606754400537,49,1554974606753856749,,-0.911535084248,-1.53187692165,-1.52471805801
1554974606763744925,50,1554974606763237231,,-0.91548037529,-1.53249776363,-1.55510516032
1554974606763894134,51,1554974606763273653,,-0.919488549232,-1.53331840038,-1.58174012447
1554974606773785657,52,1554974606773520696,,-0.923530042171,-1.53390800953,-1.61223828982
1554974606784360334,53,1554974606783873139,,-0.927485704422,-1.53462815285,-1.64169608049
1554974606793658631,54,1554974606793194087,,-0.931688427925,-1.53491806984,-1.67572807371
1554974606804053631,55,1554974606803543715,,-0.936146020889,-1.53548014164,-1.70085246514
1554974606823702377,56,1554974606823216889,,-0.940674424171,-1.53586626053,-1.72958003473
1554974606823869312,57,1554974606823257989,,-0.949829936028,-1.53636729717,-1.78467209065
1554974606834076851,58,1554974606833574428,,-0.954512298107,-1.53641998768,-1.81270516227
1554974606844497043,59,1554974606843950675,,-0.959228515625,-1.53677511215,-1.84146854374
1554974606853838615,60,1554974606853314118,,-0.964127182961,-1.53663492203,-1.86616918965
1554974606864256985,61,1554974606863753941,,-0.968962490559,-1.53672873974,-1.89003084055
1554974606864402859,62,1554974606863787897,,-0.973695218563,-1.53647553921,-1.9129520196
1554974606873519023,63,1554974606873007279,,-0.978400886059,-1.53622806072,-1.93763269228
1554974606883537728,64,1554974606883221625,,-0.983421683311,-1.53581130505,-1.95773615666
1554974606893852870,65,1554974606893448493,,-0.988396346569,-1.53546690941,-1.97788196382
1554974606904246899,66,1554974606903714136,,-0.993285000324,-1.5350496769,-1.99677411071
1554974606923793878,67,1554974606923268573,,-0.99819278717,-1.53451454639,-2.01493922593
1554974606923961326,68,1554974606923312106,,-1.00813305378,-1.53326237202,-2.04261458021
1554974606933700481,69,1554974606933463367,,-1.01309323311,-1.53261113167,-2.0562971272
1554974606943909878,70,1554974606943617815,,-1.01806354523,-1.53196895123,-2.06754758832
1554974606954435010,71,1554974606953901683,,-1.02302408218,-1.53119575977,-2.07918683176
1554974606963946274,72,1554974606963291785,,-1.02785015106,-1.53056550026,-2.09218158993
1554974606963957858,73,1554974606963327236,,-1.0328347683,-1.5297447443,-2.10111904921
1554974606974068621,74,1554974606973618055,,-1.03772008419,-1.529063344,-2.11098069185
1554974606984493645,75,1554974606983982569,,-1.04235339165,-1.5282407999,-2.12233559001
1554974606993801391,76,1554974606993332033,,-1.04720234871,-1.52742528915,-2.13061465897
1554974607004175452,77,1554974607003663119,,-1.05193388462,-1.52652287483,-2.14071339999
1554974607023835562,78,1554974607023343215,,-1.05657064915,-1.52573657036,-2.14954479192
1554974607024002493,79,1554974607023386521,,-1.06583416462,-1.52418041229,-2.1628959253
1554974607034220994,80,1554974607033716605,,-1.07035601139,-1.52330124378,-2.17124244395
1554974607043492557,81,1554974607042966688,,-1.07484304905,-1.52245771885,-2.17801571693
1554974607053831378,82,1554974607053328524,,-1.07947874069,-1.52151012421,-2.18266197246
1554974607064180485,83,1554974607063664304,,-1.08412790298,-1.52035927773,-2.18566182608
1554974607064345678,84,1554974607063700688,,-1.08849167824,-1.51953136921,-2.18967811419
1554974607074173814,85,1554974607073889079,,-1.09320497513,-1.5184725523,-2.1903682336
1554974607083742845,86,1554974607083240583,,-1.09792232513,-1.51715326309,-2.18825924007
1554974607093700803,87,1554974607093429362,,-1.10251772404,-1.51607811451,-2.18786539438
1554974607104270298,88,1554974607103700633,,-1.10718226433,-1.51452696323,-2.18315088124
1554974607114519145,89,1554974607113961812,,-1.11183798313,-1.51331269741,-2.18099922729
1554974607134056032,90,1554974607133553308,,-1.11666023731,-1.511890769,-2.17496236053
1554974607134202449,91,1554974607133589428,,-1.1213965416,-1.51024723053,-2.16613144741
1554974607134292042,92,1554974607133614720,,-1.12615346909,-1.50878596306,-2.15998468615
1554974607144089045,93,1554974607143824390,,-1.13092386723,-1.50733482838,-2.14817749428
1554974607153624118,94,1554974607153146950,,-1.13561677933,-1.50584459305,-2.13734103402
1554974607163768025,95,1554974607163382684,,-1.14040505886,-1.50401318073,-2.12707506647
1554974607163948108,96,1554974607163413596,,-1.14529359341,-1.50237667561,-2.1133609188
1554974607174120734,97,1554974607173653524,,-1.14968693256,-1.5008149147,-2.10781100765
1554974607184531160,98,1554974607183977758,,-1.15444326401,-1.49907279015,-2.0935416992
1554974607193792270,99,1554974607193375651,,-1.15916776657,-1.49765384197,-2.08158719224
1554974607204161212,100,1554974607203657941,,-1.16376757622,-1.49595868587,-2.06866834066
1554974607214458870,101,1554974607213975776,,-1.16851484776,-1.49458515644,-2.05486042132
1554974607234162996,102,1554974607233644803,,-1.17305219173,-1.49289405346,-2.04140344201
1554974607234342876,103,1554974607233686472,,-1.18216860294,-1.48970270157,-2.01406767099
1554974607244524108,104,1554974607244015669,,-1.18676912785,-1.48814606667,-2.00076415794
1554974607253899754,105,1554974607253375445,,-1.19108974934,-1.48657178879,-1.98778769891
1554974607264146886,106,1554974607263656592,,-1.19542860985,-1.48504793644,-1.97640500561
1554974607264318141,107,1554974607263689715,,-1.19983327389,-1.48353683949,-1.96069698813
1554974607273406001,108,1554974607272929915,,-1.2044788599,-1.48211467266,-1.94106050687
1554974607283816648,109,1554974607283294178,,-1.20867371559,-1.48067724705,-1.92655153707
1554974607294084752,110,1554974607293580235,,-1.21288752556,-1.47911953926,-1.916584585
1554974607304215357,111,1554974607303882098,,-1.21713864803,-1.47765672207,-1.90196119942
1554974607313700850,112,1554974607313184387,,-1.22136759758,-1.47621870041,-1.88492516057
1554974607334256957,113,1554974607333765511,,-1.22555649281,-1.47459340096,-1.87677336126
1554974607334458802,114,1554974607333810199,,-1.23382925987,-1.47154009342,-1.84711398534
1554974607343574411,115,1554974607343024865,,-1.23791325092,-1.47018826008,-1.83326466512
1554974607353840591,116,1554974607353350553,,-1.24187445641,-1.4687693119,-1.8247562113
1554974607364138908,117,1554974607363657772,,-1.2460552454,-1.46706473827,-1.80754440153
1554974607364343613,118,1554974607363687822,,-1.25006783009,-1.46529209614,-1.78924926339
1554974607373401454,119,1554974607372909174,,-1.25465130806,-1.46378719807,-1.77060672899
1554974607383771229,120,1554974607383289269,,-1.25870382786,-1.46210181713,-1.75243840609
1554974607394043125,121,1554974607393559626,,-1.26295375824,-1.46026599407,-1.72907962363
1554974607404378020,122,1554974607403844976,,-1.26742708683,-1.45861291885,-1.70776325837
1554974607413707030,123,1554974607413197578,,-1.27155303955,-1.45665371418,-1.68359846923
1554974607413880243,124,1554974607413236229,,-1.27604615688,-1.45476555824,-1.66178951667
1554974607434360673,125,1554974607433879670,,-1.28042030334,-1.4529607296,-1.63442065451
1554974607434502830,126,1554974607433914630,,-1.28466546535,-1.45111775398,-1.61079571749
1554974607443376618,127,1554974607443067930,,-1.28928303719,-1.44912970066,-1.58017783868
1554974607453890928,128,1554974607453349952,,-1.29393351078,-1.4474260807,-1.55079162785
1554974607464165361,129,1554974607463678469,,-1.29820120335,-1.44547939301,-1.53115086965
1554974607464348294,130,1554974607463712500,,-1.30269551277,-1.4437135458,-1.50298963509
1554974607474504533,131,1554974607474014856,,-1.30743205547,-1.44200742245,-1.47777553821
1554974607483860580,132,1554974607483380573,,-1.31212067604,-1.44002318382,-1.45113248985
1554974607494101654,133,1554974607493672281,,-1.31661391258,-1.43823730946,-1.43004541063
1554974607504565495,134,1554974607504010167,,-1.32136178017,-1.43636929989,-1.4036592936
1554974607504752160,135,1554974607504052735,,-1.32598316669,-1.43452906609,-1.38567135728
1554974607513524363,136,1554974607513259131,,-1.33072316647,-1.43271100521,-1.36373636853
1554974607534347477,137,1554974607533828798,,-1.33540868759,-1.43116164207,-1.34515347187
1554974607534528919,138,1554974607533861234,,-1.34014308453,-1.42933833599,-1.32567379935
1554974607543707449,139,1554974607543203756,,-1.34498953819,-1.42766368389,-1.30712254804
1554974607554074104,140,1554974607553502183,,-1.34976136684,-1.42598569393,-1.2897999991
1554974607564273622,141,1554974607563814579,,-1.3544113636,-1.42404747009,-1.2732944869
1554974607564500349,142,1554974607563853593,,-1.35907173157,-1.42235267162,-1.25937952424
1554974607573659676,143,1554974607573187987,,-1.36354732513,-1.42074203491,-1.24364646908
1554974607584132966,144,1554974607583569718,,-1.36821079254,-1.41904890537,-1.22852052693
1554974607594237772,145,1554974607593829283,,-1.37288665771,-1.41728317738,-1.21746356665
1554974607603621449,146,1554974607603155367,,-1.37719583511,-1.41559898853,-1.20124786178
1554974607614007767,147,1554974607613502403,,-1.38172340393,-1.41414415836,-1.1879414714
1554974607614165229,148,1554974607613536135,,-1.3862310648,-1.41248822212,-1.17239411694
1554974607644051978,149,1554974607643516154,,-1.39060854912,-1.41092395782,-1.16177006247
1554974607644232177,150,1554974607643563731,,-1.39916980267,-1.40758132935,-1.13584427075
1554974607654392010,151,1554974607653893990,,-1.40359735489,-1.40584993362,-1.12037990951
1554974607663771388,152,1554974607663188849,,-1.40763199329,-1.40419721603,-1.10915362358
1554974607663956558,153,1554974607663222146,,-1.41173326969,-1.40254151821,-1.09964078651
1554974607674029529,154,1554974607673524081,,-1.41599953175,-1.4008513689,-1.08773698126
1554974607684393540,155,1554974607683904062,,-1.42003846169,-1.39909005165,-1.07417562904
1554974607693727002,156,1554974607693260898,,-1.42416918278,-1.39754843712,-1.06039452233
1554974607704077926,157,1554974607703593052,,-1.42828941345,-1.39577531815,-1.04700311931
1554974607714406357,158,1554974607713930648,,-1.43185997009,-1.39396989346,-1.04061790567
1554974607714558059,159,1554974607713966880,,-1.43588328362,-1.3923791647,-1.02887623208
1554974607744320715,160,1554974607743788870,,-1.43961942196,-1.39084196091,-1.02076439941
1554974607744538536,161,1554974607743831998,,-1.44360637665,-1.38915038109,-1.00933509702
1554974607744651736,162,1554974607743861540,,-1.44747841358,-1.3876324892,-0.9972702228
1554974607753667945,163,1554974607753203785,,-1.45115411282,-1.38585448265,-0.989018235451
1554974607763723043,164,1554974607763398799,,-1.45518422127,-1.3843010664,-0.981359264513
1554974607763879867,165,1554974607763430829,,-1.45929384232,-1.38298499584,-0.96906308189
1554974607774233018,166,1554974607773777621,,-1.46331954002,-1.38144731522,-0.961403830664
1554974607783519405,167,1554974607783035016,,-1.46744382381,-1.3802138567,-0.950450915593
